experimentPhase	trialnum	subject	task	noisePercent	answerPos0	answer0	response0	correct0	responsePosRelative0	answerPos1	answer1	response1	correct1	responsePosRelative1	timingBlips
main	0 	cyo 	 T1T2 	 0 	9 	M 	M 	1.0 	0.0 	12 	D 	S 	0.0 	13.0 	0
main	1 	cyo 	 T1T2 	 0 	8 	B 	B 	1.0 	0.0 	13 	I 	I 	1.0 	0.0 	0
main	2 	cyo 	 T1T2 	 0 	8 	S 	S 	1.0 	0.0 	17 	R 	R 	1.0 	0.0 	0
main	3 	cyo 	 T1T2 	 0 	9 	R 	R 	1.0 	0.0 	10 	C 	B 	0.0 	6.0 	0
main	4 	cyo 	 T1T2 	 0 	8 	S 	S 	1.0 	0.0 	11 	B 	M 	0.0 	-6.0 	0
main	5 	cyo 	 T1T2 	 0 	10 	F 	F 	1.0 	0.0 	17 	R 	R 	1.0 	0.0 	0
main	6 	cyo 	 T1T2 	 0 	9 	X 	X 	1.0 	0.0 	14 	J 	E 	0.0 	-6.0 	0
main	7 	cyo 	 T1T2 	 0 	10 	H 	H 	1.0 	0.0 	19 	M 	M 	1.0 	0.0 	0
main	8 	cyo 	 T1T2 	 0 	9 	C 	E 	0.0 	1.0 	16 	O 	G 	0.0 	-16.0 	0
main	9 	cyo 	 T1T2 	 0 	10 	S 	S 	1.0 	0.0 	11 	F 	G 	0.0 	-2.0 	0
main	10 	cyo 	 T1T2 	 0 	9 	X 	X 	1.0 	0.0 	18 	Z 	T 	0.0 	1.0 	0
main	11 	cyo 	 T1T2 	 0 	10 	D 	D 	1.0 	0.0 	15 	A 	A 	1.0 	0.0 	0
main	12 	cyo 	 T1T2 	 0 	8 	Q 	Q 	1.0 	0.0 	9 	Y 	M 	0.0 	-2.0 	0
main	13 	cyo 	 T1T2 	 0 	8 	G 	G 	1.0 	0.0 	15 	U 	U 	1.0 	0.0 	0
main	14 	cyo 	 T1T2 	 0 	10 	R 	R 	1.0 	0.0 	13 	O 	N 	0.0 	1.0 	0
main	15 	cyo 	 T1T2 	 0 	8 	O 	B 	0.0 	-1.0 	13 	Q 	Q 	1.0 	0.0 	0
main	16 	cyo 	 T1T2 	 0 	8 	E 	E 	1.0 	0.0 	15 	I 	I 	1.0 	0.0 	0
main	17 	cyo 	 T1T2 	 0 	10 	C 	T 	0.0 	1.0 	11 	T 	C 	0.0 	-1.0 	0
main	18 	cyo 	 T1T2 	 0 	10 	C 	U 	0.0 	-1.0 	13 	Y 	V 	0.0 	1.0 	0
main	19 	cyo 	 T1T2 	 0 	9 	P 	L 	0.0 	-1.0 	18 	B 	M 	0.0 	-6.0 	0
main	20 	cyo 	 T1T2 	 0 	8 	D 	Y 	0.0 	-1.0 	11 	S 	L 	0.0 	-8.0 	0
main	21 	cyo 	 T1T2 	 0 	9 	C 	C 	1.0 	0.0 	14 	J 	Q 	0.0 	-6.0 	0
main	22 	cyo 	 T1T2 	 0 	10 	F 	F 	1.0 	0.0 	19 	K 	A 	0.0 	1.0 	0
main	23 	cyo 	 T1T2 	 0 	10 	Z 	Z 	1.0 	0.0 	15 	T 	T 	1.0 	0.0 	0
main	24 	cyo 	 T1T2 	 0 	9 	N 	N 	1.0 	0.0 	12 	S 	X 	0.0 	-4.0 	0
main	25 	cyo 	 T1T2 	 0 	8 	J 	J 	1.0 	0.0 	17 	O 	W 	0.0 	-1.0 	0
main	26 	cyo 	 T1T2 	 0 	8 	R 	R 	1.0 	0.0 	9 	C 	D 	0.0 	-2.0 	0
main	27 	cyo 	 T1T2 	 0 	9 	W 	W 	1.0 	0.0 	16 	E 	E 	1.0 	0.0 	0
main	28 	cyo 	 T1T2 	 0 	9 	D 	D 	1.0 	0.0 	10 	B 	Y 	0.0 	-3.0 	0
