experimentPhase	trialnum	subject	task	noisePercent	answerPos0	answer0	response0	correct0	responsePosRelative0	answerPos1	answer1	response1	correct1	responsePosRelative1	timingBlips
main	0 	test2 	 T1T2 	 0 	10 	Y 	Y 	1.0 	0.0 	20 	A 	A 	1.0 	0.0 	0
main	1 	test2 	 T1T2 	 0 	6 	A 	A 	1.0 	0.0 	16 	T 	T 	1.0 	0.0 	0
main	2 	test2 	 T1T2 	 0 	8 	Z 	Z 	1.0 	0.0 	13 	K 	S 	0.0 	1.0 	0
main	3 	test2 	 T1T2 	 0 	6 	O 	O 	1.0 	0.0 	14 	Q 	Q 	1.0 	0.0 	0
main	4 	test2 	 T1T2 	 0 	6 	O 	O 	1.0 	0.0 	7 	U 	C 	0.0 	-6.0 	0
main	5 	test2 	 T1T2 	 0 	8 	Y 	Y 	1.0 	0.0 	16 	Z 	Z 	1.0 	0.0 	0
main	6 	test2 	 T1T2 	 0 	10 	K 	K 	1.0 	0.0 	12 	M 	L 	0.0 	1.0 	0
main	7 	test2 	 T1T2 	 0 	10 	E 	E 	1.0 	0.0 	11 	U 	O 	0.0 	1.0 	0
main	8 	test2 	 T1T2 	 0 	10 	G 	G 	1.0 	0.0 	15 	K 	K 	1.0 	0.0 	0
main	9 	test2 	 T1T2 	 0 	8 	U 	D 	0.0 	-1.0 	10 	Z 	J 	0.0 	-6.0 	0
main	10 	test2 	 T1T2 	 0 	6 	C 	C 	1.0 	0.0 	11 	Y 	Y 	1.0 	0.0 	0
main	11 	test2 	 T1T2 	 0 	6 	H 	H 	1.0 	0.0 	8 	V 	R 	0.0 	-1.0 	0
main	12 	test2 	 T1T2 	 0 	8 	R 	R 	1.0 	0.0 	9 	I 	I 	1.0 	0.0 	0
main	13 	test2 	 T1T2 	 0 	10 	Z 	Z 	1.0 	0.0 	18 	V 	F 	0.0 	1.0 	0
main	14 	test2 	 T1T2 	 0 	8 	Y 	Y 	1.0 	0.0 	18 	V 	Q 	0.0 	1.0 	0
main	15 	test2 	 T1T2 	 0 	6 	T 	T 	1.0 	0.0 	16 	Y 	Z 	0.0 	1.0 	0
main	16 	test2 	 T1T2 	 0 	10 	S 	S 	1.0 	0.0 	12 	M 	M 	1.0 	0.0 	0
main	17 	test2 	 T1T2 	 0 	6 	L 	L 	1.0 	0.0 	7 	M 	M 	1.0 	0.0 	0
main	18 	test2 	 T1T2 	 0 	8 	I 	I 	1.0 	0.0 	9 	J 	J 	1.0 	0.0 	0
main	19 	test2 	 T1T2 	 0 	6 	S 	S 	1.0 	0.0 	8 	V 	N 	0.0 	1.0 	0
main	20 	test2 	 T1T2 	 0 	6 	I 	I 	1.0 	0.0 	11 	W 	W 	1.0 	0.0 	0
main	21 	test2 	 T1T2 	 0 	10 	B 	B 	1.0 	0.0 	18 	C 	C 	1.0 	0.0 	0
main	22 	test2 	 T1T2 	 0 	6 	W 	W 	1.0 	0.0 	14 	T 	T 	1.0 	0.0 	0
main	23 	test2 	 T1T2 	 0 	8 	B 	B 	1.0 	0.0 	10 	U 	U 	1.0 	0.0 	0
